ESTADO,MUNICIPIO,LOCALIDAD,RNPA,TITULAR,ESPECIE,AREA,FECHA_INICIO,FECHA_TERMINO
BAJA CALIFORNIA,ENSENADA,ENSENADA,203009303,"VIDAURRAZAGA AGUILAR, SPR RL",CANGREJO,LITORAL DEL EDO. DE BAJA CALIFORNIA,4/22/2010,4/21/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203009303,"VIDAURRAZAGA AGUILAR, S.P.R. DE R.L.",ESCAMA MARINA,LITORAL DEL ESTADO DE BAJA CALIFORNIA,4/22/2010,4/21/2014
SINALOA,ESCUINAPA,ESCUINAPA,250400098,VICTORINO ZAMBRANO RAMOS,ESCAMA MARINA,LITORAL DEL OCEANO PACIFICO EN EL ESTADO DE SINALOA,1/22/2010,1/21/2014
BAJA CALIFORNIA SUR,COMONDU,PTO. SAN CARLOS,311002349,VICTOR SAUL RODELO LARA,CALAMAR GIGANTE,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO, ADYACENTES AL MUNICIPIO DE COMONDU, EN EL ESTADO DE BAJA CALIDORNIA SUR",5/25/2012,5/24/2014
NAYARIT,SAN BLAS,SAN BLAS,1802002640,VICTOR MANUEL SOTELO RENDON,TIBURON,AGUAS NACIONALES DEL LITORAL DEL ESTADO DE NAYARIT,12/1/2011,4/30/2014
GUERRERO,TECPAN DE GALEANA,TECPAN DE GALEANA,1204002222,VICTOR MANUEL SERNA MURGA,LANGOSTINO,RIO TECPAN,10/9/2012,10/8/2017
TABASCO,PARAISO,RA. BARRA DE TUPILCO,2703001376,VICTOR MANUEL PEREZ MADRIGAL,TIBURON,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,11/24/2010,4/30/2014
TABASCO,PARAISO,PARAISO,2703001376,VICTOR MANUEL PEREZ MADRIGAL,ESCAMA MARINA,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,4/13/2010,4/12/2014
CAMPECHE ,CHAMPOTON ,SEYBAPLAYA,403002546,VICTOR MANUEL MENDEZ HUICAB,PULPO ,LITORAL DEL ESTADO DE CAMPECHE ,10/3/2012,10/2/2014
CAMPECHE ,CHAMPOTON ,SEYBAPLAYA,403002546,VICTOR MANUEL MENDEZ HUICAB,ESCAMA MARINA ,LITORAL DEL ESTADO DE CAMPECHE ,10/3/2012,10/2/2014
BAJA CALIFORNIA SUR,MULEGE,GUERRERO NEGRO,304001050,VICTOR MANUEL MARTINEZ CORRAL,ESCAMA MARINA,"AGUAS DE JURISDICCION FEDERAL DEL LITORAL DEL OCEANO PACIFICO ADYACENTES A LA LAGUNA OJO DE LIEBRE, MUNICIPIO DE MULEGE",2/22/2013,2/21/2015
BAJA CALIFORNIA SUR,MULEGE,MULEGE,304000466,VICTOR MANUEL LOPEZ TORRES,ESCAMA,JURISDICCIÓN DEL MPIO DE MULEGE,7/29/2010,7/28/2014
BAJA CALIFORNIA SUR,MULEGE,MULEGE,304000466,VICTOR MANUEL LOPEZ TORRES,ESCAMA,JURISDICCIÓN DEL MPIO DE MULEGE,7/29/2010,7/28/2014
BAJA CALIFORNIA SUR,MULEGE,GUERRERO NEGRO,304000466,VICTOR MANUEL LOPEZ TORRES,CALLO DE HACHA,"LAGUNA OJO DE LIEBRE, MPIO. MULEGE, BAJA CALIF. SUR",12/6/2011,1/31/2014
BAJA CALIFORNIA SUR,MULEGE,GUERRERO NEGRO,304000466,VICTOR MANUEL LOPEZ TORRES,CALAMAR GIGANTE,"AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL MUNICIPIO DE MULEGE, EN EL ESTADO DE BAJA CALIFORNIA SUR",3/23/2012,3/22/2014
BAJA CALIFORNIA SUR,MULEGE,GUERRERO NEGRO,304000466,VICTOR MANUEL LOPEZ TORRES,ALMEJA CHOCOLATA,"LAGUNA OJO DE LIEBRE, MUNICIPIO MULEGE",12/6/2011,1/31/2014
SINALOA,MAZATLÁN,MAZATLÁN,2508012040,VICTOR MANUEL LOPEZ COSTILLA,ESCAMA MARINA,"inexistencia de la información en esta Dirección, esto en apego a los artículos 42 y 46 de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental, así como lo estipulado en la Fracción V del artículo 70 del Reglamento de la Ley Federal de Transparencia y Acceso a la Información Pública Gubernamental.",3/30/2010,3/29/2014
COLIMA,MANZANILLO,EL COLOMO,601003098,VICTOR MANUEL GARCIA SANCHEZ,ESCAMA DE AGUA DULCE,LAGUNA DE CUYUTLAN,9/28/2012,9/26/2016
CAMPECHE,CAMPECHE,SAN FCO. CAMPECHE,401006218,VICTOR MANUEL DZUL ORTIZ,PULPO,LITORAL DEL ESTADO DE CAMPECHE,3/2/2012,3/1/2014
CAMPECHE,CAMPECHE,SAN FCO. CAMPECHE,401006218,VICTOR MANUEL DZUL ORTIZ,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,3/1/2012,2/28/2014
CAMPECHE,CHAMPOTON,VILLAMADERO,403001662,VICTOR MANUEL CANUL CHAVEZ,PULPO,LITORAL DEL ESTADO DE CAMPECHE,9/3/2012,9/2/2014
CAMPECHE,CHAMPOTON,VILLAMADERO,403001662,VICTOR MANUEL CANUL CHAVEZ,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,9/3/2012,9/2/2014
CAMPECHE,CHAMPOTON ,VILLAMADERO,403003353,VICTOR MANUEL CANUL CHAN,PULPO,LITORAL DEL ESTADO DE CAMPECHE,9/3/2012,9/2/2014
CAMPECHE,CHAMPOTON ,VILLAMADERO,403003353,VICTOR MANUEL CANUL CHAN,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,9/3/2012,9/2/2014
CAMPECHE,CHAMPOTON,CHAMPOTON,404001117,VICTOR MANUEL ALAYOLA VILLASIS,PULPO,LITORAL DEL ESTADO DE CAMPECHE,12/26/2012,12/25/2014
CAMPECHE,CHAMPOTON,CHAMPOTON,404001117,VICTOR MANUEL ALAYOLA VILLASIS,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,4/3/2012,4/2/2014
BAJA CALIFORNIA SUR,MULEGE,SANTA ROSALIA ,312003148,VICTOR MANUEL ACEVES VERDUZCO,ESCAMA,JURISDICCION DE MULEGE,12/13/2011,1/30/2014
CAMPECHE,CAMPECHE,SAN FCO. DE CAMPECHE,401005418,VICTOR JOAQUIN CAMPOS GONZALEZ,PULPO,LITORAL DEL ESTADO DE CAMPECHE,5/30/2012,5/29/2014
CAMPECHE,CAMPECHE,SAN FCO DE CAMPECHE ,401005418,VICTOR JOAQUIN CAMPOS GONZALEZ,ESCAMA MARINA,LITORAL DEL ESTADO DE CAMPECHE,5/30/2012,5/29/2014
TABASCO,PARAISO,RA. UNION 2DA SECC,2703002267,VICTOR JAVIER PEREZ,ESCAMA MARINA,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,11/24/2010,11/23/2014
TABASCO,CARDENAS,CARDENAS,2704001268,VICTOR JAVIER PEREZ,ESCAMA MARINA,GOLFO DE MEXICO EN EL LITORAL DEL ESTADO DE TABASCO,8/4/2010,8/3/2014
BAJA CALIFORNIA,ENSENADA,MAZATLÁN,203010756,VICTOR IGNACIO LIZARRAGA SANCHEZ,PULPO,COORDENADAS,10/23/2012,7/15/2014
NAYARIT,SAN BLAS,ENSENADA,1802002418,VICTOR CARRILLO VIRGEN,ESCAMA MARINA,AGUAS NACIONALES DEL LITORAL DEL ESTADO DE NAYARIT,1/23/2012,1/22/2016
CHIAPAS,TAPACHULA,ENSENADA,705001816,VICTOR ANTONIO ALBERTO,TIBURÓN,AGUAS DE JURISDICCION FEDERAL DEL ESTADO DE CHIAPAS,8/23/2012,4/30/2015
CHIAPAS,TAPACHULA,COAHUAYUTLA,705001816,VICTOR ANTONIO ALBERTO,ESCAMA MARINA,AGUAS DE JURISDICCIÓN FEDERAL DEL ESTADO DE CHIAPAS,3/16/2012,3/15/2014
SINALOA,MAZATLÁN,COMPOSTELA,2508013907,VICTOR ANDRES GARCIA PADILLA,ESCAMA,LITORAL DEL OCEANO PACIFICO EN EL ESTADO DE SINALOA,3/3/2011,3/2/2015
VERACRUZ,TANTIMA,ENSENADA,3005000603,VICENTE PACHECO BASILIO,JAIBA,LAGUNA DE TAMIAHUA DE PIÑONAL A BOCA DEL RIO TANCOCHIN,6/28/2012,6/27/2014
VERACRUZ,TANTIMA,TAMPICO,3005000603,VICENTE PACHECO BASILIO,ESCAMA,LAGUNA DE TAMIAHUA DE PIÑONAL A BOCA DEL RIO TANCOCHIN,6/28/2012,6/27/2014
GUERRERO,MARQUELIA,,1205002098,"VERDADEROS PESCADORES DE LA BARRA DE TECOANAPA, SC DE RL DE CV",ESCAMA,LITORAL DEL ESTADO DE GUERRERO,7/19/2012,7/18/2016
VERACRUZ,ALVARADO,CARDENAS,3001000136,VENTURA DELGADO ROSAS,TIBURON,RIBERA DEL GOLFO DE MEXICO DE SALINAS PUNTILLAS,1/30/2012,4/30/2014
VERACRUZ,ALVARADO,PARAISO,3001000136,VENTURA DELGADO ROSAS,ESCAMA,RIBERA DEL GOLFO DE MEXICO DE SALINAS PUNTILLAS,1/30/2012,1/29/2014
VERACRUZ,ALVARADO,MATAMOROS,3001000136,VENTURA DELGADO ROSAS,ALMEJA GALLITO,LAGUNA DE ALVARADO Y RIO LIMON DE BOCA DE TRAGADERO A PALO DE ARGOLLA,1/30/2012,1/29/2014
GUERRERO,ACAPULCO DE JUAREZ,GUEMEZ,1201006408,"VARADERO DE SANTA ROSA, S.C. DE R.L. DE C.V",ESCAMA DE AGUA DULCE,LAGUNA DE TRES PALOS,4/25/2011,4/24/2015
SINALOA,MAZATLÁN,MATAMOROS,2508013337,VALERIA ELIZABETH RAMOS ROBLES,ESCAMA,AGUAS DE JURISDICCION FEDERAL EN EL MPIO DE MAZATLAN,8/10/2010,8/9/2014
BAJA CALIFORNIA SUR,LORETO,,306001371,VALENTIN VICENTE ROMERO MURILLO,ALMEJA CHOCOLATA,"JURISDICCIÓN DEL MPIO. DE LORETO, EDO. DE B.C.S.",4/20/2012,4/19/2014
BAJA CALIFORNIA,ENSENADA,ALDAMA,203008826,"UPPE AJUSCO, S.P.R. DE R.L.",ERIZO ROJO,COORDENADAS,7/7/2010,7/6/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203008826,"UPPE AJUSCO, S.P.R. DE R.L.",ERIZO MORADO,COORDENADAS,7/7/2010,7/6/2014
BAJA CALIFORNIA,ENSENADA,ENSENADA,203007901,"UPP PESCADORES RIBEREÑOS DE BAJA CALIFORNIA, SPR DE RL",CANGREJO,COORDENADAS,11/6/2012,11/5/2016
BAJA CALIFORNIA,ROSARITO,ENSENADA,203007901,"UPP PESCADORES RIBEREÑOS DE B.C.S., SPR DE RL",ERIZO MORADO,"32 21 00  117 09 00, 32 21 00  117 15 00, 32 23 00   117 15 00, 32 23 00  117 13 30, 32 24 20  117 13 15",7/17/2012,7/16/2014
BAJA CALIFORNIA,PLAYAS DEL ROSARITO,MAZATLÁN,203008198,"UPP AUTENTICOS PESCADORES MORRO ROSARITO, S. DE R.L. DE C.V.",LANGOSTA,COORDENADAS,9/2/2011,1/14/2014
JALISCO,CHAPALA,CENTLA,1403002551,"UNION DE TRABAJADORES Y PESCADORES DEL LAGO DE CHAPALA, S.C. DE R.L.",ESCAMA DE AGUA DULCE,LAGO DE CHAPALA,1/28/2013,1/27/2017
JALISCO,CHAPALA,ENSENADA,1403002551,"UNION DE TRABAJADORES Y PESCADORES DEL LAGO DE CHAPALA, S.C. DE R.L.",ESCAMA DE AGUA DULCE,LAGO DE CHAPALA,1/28/2013,1/27/2017
JALISCO,CHAPALA,ENSENADA,1403002551,"UNION DE TRABAJADORES Y PESCADORES DEL LAGO DE CHAPALA, S.C. DE R.L.",CHARAL,LAGO DE CHAPALA,1/28/2013,1/27/2017
BAJA CALIFORNIA SUR,MEXICALI,ENSENADA,207001744,"UNIÓN DE PRODUCCIÓN PESQUERA MAVADU, S.P.R. DE R.L.",ALMEJA GENEROSA,"AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO  PACÍFICO, ESPECIALMENTE EN LAS COORDENADAS GEOGRÁFICAS DESCRITAS EN EL OFICIO ANEXO NO. DGHOPA-DAPA/05471/2105/IVI/1395 DE FECHA 21 DE MAYO DE 2012",5/23/2012,5/22/2014
BAJA CALIFORNIA,MEXICALI,CHOIX,207001744,"UNION DE PRODUCCION PESQUERA  MAVADU, S.P.R. DE R.L.",ALMEJA GENEROSA,AGUAS DE JURISDICCIÓN FEDERAL DEL OCÉANO PACÍFICO ,5/23/2012,5/22/2014
JALISCO,PONCITLAN,CHOIX,1405002898,"UNION DE PESCADORES LA REYNA, S.C. DE R.L.",ESCAMA DE AGUA DULCE,LAGO DE CHAPALA,3/14/2012,3/13/2014
JALISCO,PONCITLAN,TECUALA,1405002898,"UNION DE PESCADORES LA REYNA, S.C. DE R.L.",CHARAL,LAGO DE CHAPALA,3/14/2012,3/13/2014
GUERRERO,COAHUAYUTLA,,1202003516,"UNION DE PESCADORES LA NOPALERA, S.C. DE R.L.",ESCAMA DE AGUA DULCE,PRESA ADOLFO LOPEZ MATEOS (EL INFIERNILLO),2/22/2010,2/21/2014
GUERRERO,ACAPULCO DE JUAREZ,,1201004072,UNION DE PESCADORES EN GRAL. DE LA PLAYA HORNITOS DE ACAPULCO GUERRERO,TIBURON,LITORAL DEL ESTADO DE GUERRERO,9/6/2011,4/30/2014
GUERRERO,BENITO JUAREZ,,1204002701,"UNION DE PESCADORES DE PARAISO ESCONDIDO, S.S.S.",TIBURÓN,LITORAL DEL ESTADO DE GUERRERO,6/7/2011,4/30/2014
GUERRERO,BENITO JUAREZ,,1204002701,"UNION DE PESCADORES DE PARAISO ESCONDIDO, S.S.S.",ESCAMA MARINA,LITORAL DEL ESTADO DE GUERRERO,6/7/2011,6/6/2016
BAJA CALIFORNIA SUR,LA PAZ,,305004798,UNION DE PESCADORES DE LA BAHIA DE LA PAZ,CALLO DE HACHA,"BAHÍA ALMEJAS. MPIO. LA PAZ, EDO. DE B.C.S.",3/9/2012,3/8/2014
JALISCO,ETZATLAN,,1404002303,"UNION DE PESCADORES DE ETZATLAN, S.C. DE R.L.",ESCAMA DE AGUA DULCE,"PRESA HUATEPEQUE, BORDO LA TINAJA Y BORDO PALO VERDE",12/17/2012,12/16/2015
BAJA CALIFORNIA,ENSENADA,,203005673,"UNION DE PESCADORES BUZOS DE LA COSTA OCCIDENTAL DE BAJA CALIFORNIA, S.C. DE R.L. DE C.V.",LANGOSTA ROJA,COORDENADAS,9/2/2011,1/14/2014
BAJA CALIFORNIA,ENSENADA,,203005673,"UNION DE PESCADORES BUZOS DE LA COSTA OCCIDENTAL DE BAJA CALIFORNIA, S.C. DE R.L. DE C.V.",ERIZO MORADO,COORDENADAS,3/12/2011,10/12/2014
BAJA CALIFORNIA,ENSENADA,GUAYMAS,203005673,"UNION DE PESCADORES BUZOS DE LA COSTA OCCIDENTAL DE BAJA CALIFORNIA, S.C. DE R.L. DE C.V.",CANGREJO,LITORAL DEL ESTADO DE BAJA CALIFORNIA,3/28/2011,10/11/2014
BAJA CALIFORNIA,ENSENADA,GUAYMAS,203005673,"UNION DE PESCADORES BUZOS DE LA COSTA OCCIDENTAL DE BAJA CALIFORNIA, S. DE R.L. DE C.V.",PEPINO DE MAR,AGUAS DE JURISDICCIÓN FEDERAL DEL LITORAL DEL OCÉANO PACÍFICO ADYACENTES AL ESTADO DE BAJA CALIFORNIA ESPECIFICAMENTE EN LAS COORDENADAS GEOGRÁFICAS SIGUIENTES: 1.- 32 01 10 L.N. 116 53 20 L.W  2.- 32 05 15 L.N. 116 53 45 L.W 3.- 32 01 10 L.N 116 57 10 L.W 4.- 32 05 15 L.N 116 57 10 L.W,9/5/2012,9/4/2016
GUERRERO,LA UNION,GUAYMAS,1202001184,"UNION DE PESCADORES BARRITA DE PETACALCO, S.C. DE R.L.",ESCAMA,LITORAL DEL ESTADO DE GUERRERO,6/23/2011,6/22/2016
GUANAJUATO,VALLE DE SANTIAGO,,1100001955,UNIÓN CUADRILLA SC DE RL DE CV,ESCAMA DE AGUA DULCE,LAGUNA DE YURIRIA,12/2/2011,12/1/2014
JALISCO,JAMAY,,1405003128,"UNION COOPERATIVA EL AGUA CALIENTE, S.C. DE R.L.",ESCAMA DE AGUA DULCE,LAGO DE CHAPALA,3/2/2012,3/1/2015
